date,mod10a1_ndsi,cell_id,latitude,longitude
2020-01-01,-2390,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-02,321,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-03,-2028,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-04,-124,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-05,-2556,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-06,-3285,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-07,298,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-08,-3186,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-09,82,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-10,-2662,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-11,-2445,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-12,-1416,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-13,-3192,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-14,-169,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-15,698,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-16,-457,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-17,5027,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-18,2509,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-19,2485,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-20,2064,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-21,-544,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-22,1129,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-23,1036,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-24,-3583,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-25,-2160,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-26,2254,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-27,-1967,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-28,-36,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-29,24,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-30,250,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-01-31,-511,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-02-01,-1492,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-02-02,-1183,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
2020-02-03,-2512,787e6b00-29f1-4f3a-b59c-150deb8aa9cc,37.7271545,-119.675659
