date,mod10a1_ndsi,cell_id,latitude,longitude
2020-01-01,1531,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-02,5822,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-03,5511,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-04,6619,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-05,7119,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-06,7926,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-07,6961,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-08,8126,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-09,3004,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-10,5771,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-11,6465,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-12,6521,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-13,7275,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-14,4937,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-15,5391,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-16,397,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-17,6018,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-18,3597,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-19,4106,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-20,4630,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-21,1028,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-22,5851,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-23,5488,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-24,4634,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-25,6468,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-26,4711,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-27,5100,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-28,4427,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-29,4957,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-30,5141,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-01-31,7187,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-01,7351,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-02,6175,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-03,5533,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-04,6534,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-05,3514,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-06,7079,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-07,7876,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-08,7189,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-09,4917,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-10,6515,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-11,7061,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-12,7273,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-13,7567,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-14,7555,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-15,6535,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-16,7704,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-17,7149,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-18,6058,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-19,7346,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-20,7202,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-21,5671,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-22,3684,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-23,6350,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-24,6360,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-25,7371,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-26,7262,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-27,6707,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-28,2809,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-02-29,5171,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-01,4859,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-02,5783,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-03,7213,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-04,5971,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-05,6376,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-06,6442,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-07,2828,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-08,5792,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-09,4897,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-10,7000,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-11,1505,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-12,6711,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-13,6827,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-14,4822,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-15,4104,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-16,5263,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-17,6728,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-18,3408,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-19,4978,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-20,6038,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-21,5149,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-22,1254,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-23,4056,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-24,2447,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-25,3290,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-26,4234,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-27,6165,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-28,5819,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-29,4290,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-30,6203,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-03-31,5134,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-01,7837,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-02,8664,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-03,1840,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-04,5778,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-05,4404,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-06,5448,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-07,6878,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-08,4570,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-09,6510,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-10,7299,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-11,8654,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-12,5258,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-13,7612,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-14,8268,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-15,8121,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-16,8690,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-17,5247,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-18,7522,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-19,6929,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-20,5992,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-21,6840,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-22,8586,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-23,7004,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-24,7823,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-25,7316,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-26,7502,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-27,7195,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-28,8104,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-29,6875,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-04-30,7337,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-01,6315,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-02,5616,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-03,2643,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-04,6247,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-05,5732,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-06,6165,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-07,5202,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
2020-05-08,3506,660f1f7d-f0b6-4b11-b45e-f28ede26e97f,38.010812,-119.4780295
