date,mod10a1_ndsi,cell_id,latitude,longitude
2020-01-01,-802,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-02,790,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-03,1819,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-04,-1795,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-05,-1913,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-06,-2599,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-07,-602,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-08,-2587,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-09,279,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-10,-3005,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-11,3686,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-12,2048,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-13,-2990,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-14,1539,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-15,2718,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-16,62,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-17,4933,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-18,3168,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-19,3596,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-20,2873,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-21,148,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-22,1255,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-23,1441,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-24,-465,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-25,-1885,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-26,1626,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-27,-1459,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-28,1816,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-29,-582,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-30,-2282,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-01-31,-346,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-01,-1203,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-02,2379,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-03,-2345,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-04,-3201,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-05,-3084,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-06,-2348,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-07,-3762,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-08,-1546,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-09,-3520,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-10,-2781,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-11,-3434,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-12,-3118,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-13,-2916,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-14,-1565,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-15,-2321,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-16,-3645,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-17,-2236,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-18,-2207,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-19,-2421,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-20,-3102,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-21,-2404,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-22,-2150,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-23,-3839,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-24,-1615,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-25,-3921,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-26,-2543,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-27,-3451,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-28,169,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-02-29,-1435,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-03-01,2457,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-03-02,606,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-03-03,-3758,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-03-04,-746,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-03-05,-1042,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
2020-03-06,-2196,d8601a03-afa6-429c-9f1d-869d786e4d28,37.9754145,-119.8104065
