date,s1_grd_vv,cell_id,latitude,longitude
2015-04-01 02:01:49,-0.34808770381172033,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-05-27 14:29:24,-13.941398474719966,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-06-05 02:10:01,-5.195081572546446,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-06-20 14:29:25,-15.394634838576234,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-07-14 14:29:26,-14.104155574777444,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-07-23 02:10:03,-6.133240515276502,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-08-07 14:29:27,-15.175095988550503,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-08-16 02:10:04,-6.635327505690312,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-08-31 14:29:28,-12.05790038872027,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-09-09 02:10:05,-2.8810970454792044,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-09-24 14:29:29,-15.741843552009218,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-10-03 02:10:06,-4.838129423433103,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-10-18 14:29:29,-14.65048746843953,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-10-27 02:10:06,-3.965916634883356,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-11-11 14:29:23,-15.82659218293043,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-12-05 14:29:23,-15.10302138640978,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2015-12-29 14:29:22,-15.637836908221141,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-01-22 14:29:21,-13.110441658625723,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-02-15 14:29:21,-12.997646191862902,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-03-10 14:29:21,-15.27606882060475,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-03-14 02:01:38,-2.7507104885406135,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-03-19 02:10:08,-2.3887904128449295,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-04-03 14:29:22,-13.627354066706292,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-04-12 02:09:59,-3.1827836804945147,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-04-27 14:29:22,-17.28931596438272,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-05-21 14:29:26,-13.925809696797192,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-05-30 02:10:04,-3.2071185854556417,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
2016-06-14 14:29:28,-15.689899037570632,85fc4123-d72c-4d1a-965f-e35945e9aabb,47.6023505,-123.3407855
