date,s1_grd_vv,cell_id,latitude,longitude
2015-04-02 01:01:43,-13.393029982887866,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2016-04-20 01:01:59,-13.292757669360126,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2016-08-30 01:01:52,-11.752330898469005,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-02-14 01:01:51,-12.373823856467293,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-02-19 13:09:26,-13.073113376040796,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-03-03 13:09:26,-12.073660434636809,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-03-15 13:09:26,-9.945825648649311,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-03-27 13:09:27,-18.9810142585309,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-04-08 13:09:27,-20.16099482010183,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-04-20 13:09:28,-15.321992605179284,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-05-02 13:09:28,-12.974519904807952,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-05-14 13:09:29,-16.313283494352703,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-05-26 13:09:29,-11.702208394917674,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-06-07 13:09:30,-13.75174803707949,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-06-19 13:09:31,-15.944151371981688,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-07-01 13:09:32,-13.830048907524343,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-07-13 13:09:32,-10.379172355654953,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-07-25 13:09:33,-11.452238552651941,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-08-06 13:09:34,-11.816435363373943,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-08-18 13:09:34,-14.775459857500445,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-08-30 13:09:35,-15.704509499228593,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-09-11 13:09:35,-12.949411339155766,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-09-23 13:09:36,-18.081023727017378,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-10-05 13:09:36,-18.173557373069126,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-10-17 13:09:36,-15.050867176209275,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-10-29 13:09:36,-13.971525347016339,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
2017-11-10 13:09:36,-14.825381197448683,46f4f079-41e9-4051-bec3-5c960b8e6f3e,38.967053,-106.6411045
