date,tmmn,cell_id,latitude,longitude
2013-01-01 06:00:00,260.10994594074384,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-02 06:00:00,255.60345718370556,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-03 06:00:00,258.2384105725383,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-04 06:00:00,262.67172738808915,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-05 06:00:00,262.00022180165195,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-06 06:00:00,265.703656900477,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-07 06:00:00,267.3887262666938,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-08 06:00:00,268.8770696105692,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-09 06:00:00,272.2164802650524,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-10 06:00:00,266.57772459243546,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-11 06:00:00,259.92890436548,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-12 06:00:00,258.8055250262138,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-13 06:00:00,257.5588467573974,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-14 06:00:00,259.0685329255288,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-15 06:00:00,264.13419230213805,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-16 06:00:00,263.52017267496814,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-17 06:00:00,263.35437429912787,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-18 06:00:00,264.61094095142425,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-19 06:00:00,264.05259160672904,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-20 06:00:00,263.2441525091219,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-21 06:00:00,263.17371703889813,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-22 06:00:00,262.4069400466429,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-23 06:00:00,265.1122759962123,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-24 06:00:00,268.99041454252324,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-25 06:00:00,268.9590018703331,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-26 06:00:00,271.1642265485249,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-27 06:00:00,267.77099760242464,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-28 06:00:00,266.7158722162039,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-29 06:00:00,265.7299184542785,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-30 06:00:00,267.1707736409858,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-01-31 06:00:00,269.25685904404435,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-01 06:00:00,267.74575771255684,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-02 06:00:00,265.7975626909929,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-03 06:00:00,266.08874421727626,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-04 06:00:00,268.0196605990063,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-05 06:00:00,268.07110172215476,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-06 06:00:00,266.8022663152848,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-07 06:00:00,266.12152300766,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-08 06:00:00,265.46407691975406,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-09 06:00:00,262.3236349722869,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-10 06:00:00,263.3236957427634,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-11 06:00:00,261.54499161812083,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-12 06:00:00,264.1757867553393,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-13 06:00:00,268.67629835487753,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-14 06:00:00,266.1186802674663,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-15 06:00:00,265.2240203566273,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-16 06:00:00,267.4576378960456,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-17 06:00:00,267.6674150928454,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-18 06:00:00,265.0945930315532,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-19 06:00:00,267.3147339237738,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-20 06:00:00,264.80919981375,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-21 06:00:00,261.10231085559747,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-22 06:00:00,266.60892861755843,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-23 06:00:00,266.1310342489277,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-24 06:00:00,263.1291569282154,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-25 06:00:00,265.5098305509489,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-26 06:00:00,267.30211428322167,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-27 06:00:00,265.8098822111475,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-02-28 06:00:00,266.19301407376474,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-01 06:00:00,270.239867502363,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-02 06:00:00,269.68335365897553,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-03 06:00:00,265.7619296733131,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-04 06:00:00,264.27599565649894,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-05 06:00:00,263.8279170940362,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-06 06:00:00,268.4146939200726,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-07 06:00:00,267.96761092411776,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-08 06:00:00,266.5138391526181,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-09 06:00:00,263.9941267293118,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-10 06:00:00,264.7464366955852,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-11 06:00:00,267.8940147803538,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-12 06:00:00,267.37810707588557,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-13 06:00:00,272.31276269467725,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-14 06:00:00,272.12610371466417,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-15 06:00:00,273.14598841803644,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-16 06:00:00,271.16177823413267,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-17 06:00:00,266.29630403278804,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-18 06:00:00,265.786150493109,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-19 06:00:00,264.2156838700757,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-20 06:00:00,267.7292805495514,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-21 06:00:00,266.51079644685393,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-22 06:00:00,265.3275915908482,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-23 06:00:00,263.9227429908561,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-24 06:00:00,264.5785416853707,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-25 06:00:00,263.45465625190565,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-26 06:00:00,268.7902746275002,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-27 06:00:00,270.81454584232534,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-28 06:00:00,272.6849350412307,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-29 06:00:00,272.0304057244518,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-30 06:00:00,270.37270707910403,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
2013-03-31 06:00:00,271.5002833661677,89a7b0ef-1ec8-490f-9207-c93aa57a147f,47.1766355,-114.330683
