date,eto,cell_id,latitude,longitude
2013-01-01 06:00:00,0.13222697377204895,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-02 06:00:00,0.33283108472824097,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-03 06:00:00,0.811626672744751,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-04 06:00:00,0.8148965835571289,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-05 06:00:00,0.2839065492153168,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-06 06:00:00,0.572793185710907,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-07 06:00:00,0.5049074292182922,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-08 06:00:00,0.5626857280731201,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-09 06:00:00,0.8937613368034363,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-10 06:00:00,0.05850692465901375,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-11 06:00:00,0.050470005720853806,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-12 06:00:00,0.1803046315908432,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-13 06:00:00,0.1543889343738556,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-14 06:00:00,0.3293529748916626,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-15 06:00:00,0.43932005763053894,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-16 06:00:00,0.8505468368530273,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-17 06:00:00,0.9109386205673218,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-18 06:00:00,1.4289110898971558,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-19 06:00:00,0.8050857782363892,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-20 06:00:00,0.38481995463371277,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-21 06:00:00,0.9422080516815186,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-22 06:00:00,1.0804734230041504,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-23 06:00:00,1.0644515752792358,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-24 06:00:00,0.8732531666755676,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-25 06:00:00,0.7535244226455688,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-26 06:00:00,0.7021933794021606,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-27 06:00:00,0.26470285654067993,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-28 06:00:00,0.4129936695098877,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-29 06:00:00,0.2732333838939667,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-30 06:00:00,0.4634492099285126,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-01-31 06:00:00,0.5113041996955872,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-01 06:00:00,0.3421283960342407,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-02 06:00:00,0.6520047783851624,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-03 06:00:00,0.9332386255264282,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-04 06:00:00,0.8917425870895386,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-05 06:00:00,0.8610430955886841,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-06 06:00:00,0.8347052931785583,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-07 06:00:00,1.032435655593872,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-08 06:00:00,0.7552531957626343,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
2013-02-09 06:00:00,0.5064607858657837,517aefce-a617-4251-acb9-c5faf0b7fdf3,46.913419,-110.8542025
