date,vs,cell_id,latitude,longitude
2013-01-01 06:00:00,3.1110625722737653,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-02 06:00:00,3.360369464607471,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-03 06:00:00,3.5548666544731136,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-04 06:00:00,4.730933927226129,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-05 06:00:00,3.877991035438226,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-06 06:00:00,4.63841438210601,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-07 06:00:00,6.781656374628912,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-08 06:00:00,8.80963773752274,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-09 06:00:00,8.927018615497289,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-10 06:00:00,5.377708554371455,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-11 06:00:00,5.608176052829268,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-12 06:00:00,3.319940016023187,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-13 06:00:00,3.3359235391525686,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-14 06:00:00,5.188953207846211,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-15 06:00:00,6.8442015652031,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-16 06:00:00,4.979545025697075,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-17 06:00:00,4.717066302494212,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-18 06:00:00,6.63273581041656,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
2013-01-19 06:00:00,5.293227421108481,cfd2c7fc-c29a-4a32-a11d-d04fa2dd660d,46.1408745,-114.5013625
