date,vs,cell_id,latitude,longitude
2013-01-01 06:00:00,4.815858421206367,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-02 06:00:00,4.856054175635125,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-03 06:00:00,2.8370601760158585,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-04 06:00:00,3.732165418851577,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-05 06:00:00,4.6621213121218155,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-06 06:00:00,5.518996289843848,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-07 06:00:00,7.602681092644931,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-08 06:00:00,10.74902640335042,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-09 06:00:00,9.873329624520336,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-10 06:00:00,7.146580534177342,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-11 06:00:00,3.895960318605425,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-12 06:00:00,2.8020851192355045,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-13 06:00:00,2.6460455424877227,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-14 06:00:00,4.638445836289639,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-15 06:00:00,9.017890824496053,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-16 06:00:00,9.926277449559269,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-17 06:00:00,5.973436880154308,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-18 06:00:00,8.446409510969582,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-19 06:00:00,8.33848139598393,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-20 06:00:00,7.496888483710539,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-21 06:00:00,8.422499006406017,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
2013-01-22 06:00:00,8.411118590906328,e776d9b6-2180-4f50-90bf-77f7b920fc3b,44.8055,-109.6594435
