date,pr,cell_id,latitude,longitude
2013-01-01 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-02 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-03 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-04 06:00:00,2.3529091281699657,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-05 06:00:00,7.722545296725574,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-06 06:00:00,3.770546689666901,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-07 06:00:00,6.329800910121117,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-08 06:00:00,19.956332766820513,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-09 06:00:00,32.13392487783281,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-10 06:00:00,1.893001105054379,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-11 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-12 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-13 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-14 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-15 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-16 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-17 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-18 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-19 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-20 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-21 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-22 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-23 06:00:00,2.291336565886125,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-24 06:00:00,4.661355791832868,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-25 06:00:00,1.0545543691169847,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-26 06:00:00,8.306508662607039,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-27 06:00:00,3.8089124439354225,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-28 06:00:00,2.2281018562285024,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-29 06:00:00,9.960798507346247,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-30 06:00:00,9.724222736948215,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-01-31 06:00:00,1.1589442054331054,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-02-01 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-02-02 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-02-03 06:00:00,0.7224914944460715,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-02-04 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
2013-02-05 06:00:00,0.0,dc31c331-837b-4b59-b184-051321e9489c,48.7227805,-120.6548225
