date,rmin,cell_id,latitude,longitude
2013-01-01 06:00:00,36.658932304740176,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-02 06:00:00,41.49326823307918,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-03 06:00:00,28.27949272356159,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-04 06:00:00,32.96925399093198,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-05 06:00:00,44.461190103813585,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-06 06:00:00,45.54586954814632,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-07 06:00:00,50.352237830242565,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-08 06:00:00,66.0518424300718,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-09 06:00:00,58.7886765678649,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-10 06:00:00,62.795962342625494,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-11 06:00:00,68.09014208366008,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-12 06:00:00,63.62113182182384,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-13 06:00:00,47.350738443084765,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-14 06:00:00,42.17068920529134,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-15 06:00:00,53.98712331761115,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-16 06:00:00,42.102634043452,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-17 06:00:00,37.669083514759286,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-18 06:00:00,34.095387621623715,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-19 06:00:00,32.52634069396228,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-20 06:00:00,26.979204566125354,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-21 06:00:00,35.39111625499618,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-22 06:00:00,27.288739048741327,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-23 06:00:00,32.803940307803266,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-24 06:00:00,61.01744056329494,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-25 06:00:00,70.26257876741506,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-26 06:00:00,79.9666565113175,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-27 06:00:00,80.54480102138267,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-28 06:00:00,62.07544752983393,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-29 06:00:00,61.546173961703815,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-30 06:00:00,60.501578246898546,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-01-31 06:00:00,65.18968615433512,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-01 06:00:00,53.28751879650925,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-02 06:00:00,39.089068625702424,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-03 06:00:00,39.58231182348885,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-04 06:00:00,41.93709518046137,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-05 06:00:00,43.421936704338606,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-06 06:00:00,55.05780308778917,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-07 06:00:00,45.43572553237429,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-08 06:00:00,57.47558913669264,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-09 06:00:00,66.14509358504475,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-10 06:00:00,55.58928843242366,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-11 06:00:00,42.15235921276443,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-12 06:00:00,44.520736837476555,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-13 06:00:00,56.80715757373573,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-14 06:00:00,58.035672100131556,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-15 06:00:00,46.036023116693265,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-16 06:00:00,44.38336788556813,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-17 06:00:00,54.294093706370745,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-18 06:00:00,36.05270825183861,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-19 06:00:00,44.49611035073229,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-20 06:00:00,61.59546269529532,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-21 06:00:00,45.329130448275166,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-22 06:00:00,47.310957473840766,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-23 06:00:00,58.86159226594678,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-24 06:00:00,49.78240442902241,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-25 06:00:00,37.56350874050921,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-26 06:00:00,53.673226583742064,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-27 06:00:00,35.381863595844436,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-02-28 06:00:00,41.65106152146216,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-01 06:00:00,63.90286654245115,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-02 06:00:00,52.77780789416458,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-03 06:00:00,68.2687238940155,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-04 06:00:00,55.141332640656834,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-05 06:00:00,42.40968702076523,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-06 06:00:00,53.53630214784204,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-07 06:00:00,50.462920884925026,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-08 06:00:00,67.88762627578363,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-09 06:00:00,57.93841057825715,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-10 06:00:00,40.81872044361107,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-11 06:00:00,46.92046088528231,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-12 06:00:00,52.2103172287932,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-13 06:00:00,42.65738764936436,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-14 06:00:00,31.19658693632086,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-15 06:00:00,40.89668105377712,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-16 06:00:00,44.42552379729824,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-17 06:00:00,50.54642966451162,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-18 06:00:00,39.88507192443504,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-19 06:00:00,33.193477941946064,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-20 06:00:00,42.006547340979935,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-21 06:00:00,47.27279920381184,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-22 06:00:00,48.60553479507761,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-23 06:00:00,35.14815474719536,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
2013-03-24 06:00:00,36.37261566391135,5308a803-69e6-43cd-89db-66e93f9f83af,41.6651605,-115.327813
