date,rmax,cell_id,latitude,longitude
2013-01-01 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-02 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-03 06:00:00,74.34953220508717,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-04 06:00:00,50.832826458966295,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-05 06:00:00,61.98519474312111,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-06 06:00:00,74.42402134648077,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-07 06:00:00,78.56835136413574,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-08 06:00:00,87.34991019920066,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-09 06:00:00,88.97019500732422,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-10 06:00:00,72.43017017223215,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-11 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-12 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-13 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-14 06:00:00,97.28780640496149,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-15 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-16 06:00:00,94.15576130902323,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-17 06:00:00,76.99115679705585,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-18 06:00:00,59.35738295095938,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-19 06:00:00,72.5681324428982,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-20 06:00:00,64.79485138787165,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-21 06:00:00,83.24130665814434,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-22 06:00:00,58.82713546046504,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-23 06:00:00,48.3011694378323,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-24 06:00:00,53.64296814247414,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-25 06:00:00,85.8334688398573,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-26 06:00:00,92.62110236839011,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-27 06:00:00,98.91547382496022,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-28 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-29 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-30 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-01-31 06:00:00,99.9415896380389,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-01 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-02 06:00:00,88.99806039598252,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-03 06:00:00,80.37399152119956,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-04 06:00:00,80.51588454069913,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-05 06:00:00,97.04116558498806,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-06 06:00:00,94.07791937368889,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-07 06:00:00,93.8099981519911,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-08 06:00:00,90.62338498433431,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-09 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-10 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-11 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-12 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-13 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-14 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-15 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-16 06:00:00,95.15538998356571,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-17 06:00:00,99.97766857853642,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-18 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-19 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-20 06:00:00,99.37623699329518,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-21 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-22 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-23 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-24 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-25 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-26 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-27 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-02-28 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-01 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-02 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-03 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-04 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-05 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-06 06:00:00,91.54907215259693,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-07 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-08 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-09 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-10 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-11 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-12 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-13 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-14 06:00:00,82.84137677793149,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-15 06:00:00,73.9229035977964,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-16 06:00:00,91.89892992090297,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-17 06:00:00,100.0,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-18 06:00:00,68.02278515851057,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
2013-03-19 06:00:00,78.13106840628166,990e5974-9c60-4c9a-ba23-ddce13971178,42.5713525,-108.8419765
