date,pr,cell_id,latitude,longitude
2013-01-01 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-02 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-03 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-04 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-05 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-06 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-07 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-08 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-09 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-10 06:00:00,1.163948960707221,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-11 06:00:00,1.8375568681319718,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-12 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-13 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-14 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-15 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-16 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-17 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-18 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-19 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-20 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-21 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-22 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-23 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-24 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-25 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-26 06:00:00,46.86710076360875,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-27 06:00:00,15.218508474783636,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-28 06:00:00,10.689419029704045,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-29 06:00:00,1.9851744348854128,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-30 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-01-31 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-01 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-02 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-03 06:00:00,1.1192597489002007,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-04 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-05 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-06 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-07 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-08 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-09 06:00:00,8.213666818991033,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-10 06:00:00,9.625732932771957,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-11 06:00:00,14.079258947545135,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-12 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-13 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-14 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
2013-02-15 06:00:00,0.0,20b97bae-60d6-466d-aca9-334d9b2d63b6,37.8691195,-109.4438475
