date,blue,cell_id,latitude,longitude
2018-12-13 18:53:45,0.01858235294117647,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2018-12-13 18:53:44,0.02193781407035176,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-01-02 18:53:49,0.009678900255754476,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-01-02 18:53:48,0.011448618090452261,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-01-27 18:53:48,0.013644629156010227,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-01-27 18:53:47,0.008224246231155778,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-03-18 18:53:49,0.04593252688172043,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-04-22 18:53:58,0.038709386281588445,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-04-22 18:53:57,0.04734858156028368,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-04-27 18:53:55,0.03728814814814815,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-04-27 18:53:54,0.05575125628140703,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-05-02 18:53:59,0.051477978339350174,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-05-02 18:53:58,0.05777553191489361,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-05-12 18:54:00,0.06974450127877238,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-06-11 18:53:59,0.05879277978339349,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-06-11 18:53:58,0.07543278894472362,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-06-16 18:53:55,0.06432,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-06-21 18:54:00,0.06467086419753086,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-06-26 18:53:56,0.06847364864864865,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-06-26 18:53:55,0.06175062814070353,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-01 18:54:00,0.058022249388753055,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-01 18:53:59,0.07094623115577889,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-06 18:53:57,0.06895520833333334,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-06 18:53:56,0.06369535175879397,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-11 18:54:00,0.07176502976190477,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-11 18:53:59,0.049207801418439716,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-21 18:54:00,0.04918984575835476,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-21 18:53:59,0.03854836683417085,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-31 18:54:00,0.020615473145780053,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-07-31 18:53:59,0.017666708542713565,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-15 18:53:55,0.010832736572890024,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-15 18:53:54,0.00883391959798995,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-20 18:53:57,0.01142199488491049,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-20 18:53:56,0.010281281407035174,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-25 18:53:53,0.005916496163682865,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-25 18:53:52,0.003079396984924623,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-30 18:53:55,0.00899526854219949,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-08-30 18:53:54,0.007465452261306532,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-09-14 18:53:50,0.005848081841432225,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-09-14 18:53:50,0.0018311557788944727,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-09-24 18:53:52,0.0037423273657289,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-09-24 18:53:51,0.001725753768844221,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-04 18:53:54,0.014255626598465476,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-04 18:53:53,0.007519849246231156,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-09 18:53:53,0.026377877237851663,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-09 18:53:52,0.016762939698492463,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-14 18:53:55,0.0013259590792838874,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-14 18:53:54,0.0008146984924623117,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-10-29 18:53:52,0.001293989769820972,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-03 18:53:55,0.0005099744245524297,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-03 18:53:54,0.00029359296482412057,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-08 18:53:51,0.001445524296675192,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-08 18:53:50,0.0016964824120603013,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-18 18:53:50,0.000478005115089514,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-18 18:53:49,0.0002888190954773869,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
2019-11-23 18:53:52,0.009367391304347827,692c41af-2210-4dd6-916d-c99e76807447,38.4905185,-119.8014235
