date,swir_2,cell_id,latitude,longitude
2018-12-13 18:02:36,0.0886802681992337,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2018-12-16 18:12:32,0.03516547314578005,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-01-02 18:02:39,0.05297634271099743,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-01-05 18:12:35,0.03230959079283887,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-02-01 18:02:41,0.04480575447570332,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-03-16 18:12:37,0.051633248081841436,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-03-31 18:12:43,0.052414961636828634,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-04-07 18:02:48,0.056324296675191815,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-06-09 18:12:48,0.04167122040072859,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-04 18:12:48,0.09154557823129253,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-09 18:12:49,0.0887551912568306,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-14 18:12:48,0.08845282331511839,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-19 18:12:49,0.08799319727891158,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-24 18:12:43,0.09174590163934426,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-24 18:12:48,0.09154845173041894,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-07-29 18:12:48,0.09143406193078325,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-08-13 18:12:41,0.08470437158469946,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-08-13 18:12:46,0.08500746812386158,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-08-15 18:02:51,0.09366884422110554,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-08-18 18:12:46,0.08186739526411659,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-08-20 18:02:47,0.09250575221238938,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-08-28 18:12:44,0.08313715846994534,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-09-02 18:12:41,0.07984954462659383,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
2019-09-14 18:02:44,0.08251995841995843,fe33672e-7ea7-4c5d-8639-96b2cc7edb0c,41.071904,-106.9465315
