date,swir_2,cell_id,latitude,longitude
2018-12-13 18:53:45,0.017387723785166242,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2018-12-13 18:53:44,0.018301130653266332,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-01-02 18:53:49,0.017804219948849103,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-01-02 18:53:48,0.018161934673366836,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-01-27 18:53:48,0.02019092071611253,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-01-27 18:53:47,0.02040653266331658,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-03-18 18:53:49,0.02351675191815857,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-04-22 18:53:58,0.026812276214833758,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-04-22 18:53:57,0.02723467336683417,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-04-27 18:53:55,0.026762659846547323,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-04-27 18:53:54,0.026089195979899497,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-05-02 18:53:59,0.02901304347826087,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-05-02 18:53:58,0.029119472361809045,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-05-12 18:54:00,0.033472378516624046,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-06-11 18:53:59,0.03410907928388747,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-06-11 18:53:58,0.03380175879396985,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-06-16 18:53:55,0.03528989769820972,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-06-21 18:54:00,0.0349997442455243,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-06-26 18:53:56,0.03597097186700768,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-06-26 18:53:55,0.03519095477386935,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-01 18:54:00,0.03756265984654732,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-01 18:53:59,0.036734924623115575,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-06 18:53:57,0.03699693094629157,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-06 18:53:56,0.03670527638190955,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-11 18:54:00,0.03993452685421995,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-11 18:53:59,0.04065841708542714,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-21 18:54:00,0.05232442159383034,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-21 18:53:59,0.05407613065326634,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-31 18:54:00,0.06634408740359897,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-07-31 18:53:59,0.06619937185929647,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-08-15 18:53:55,0.06366362467866324,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-08-15 18:53:54,0.06205314070351758,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-08-20 18:53:57,0.05989807197943445,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-08-20 18:53:56,0.05732751256281408,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
2019-08-25 18:53:53,0.05634092071611253,f1f17cee-3fca-44bc-8974-b72d5f995a4a,38.4905185,-119.8014235
